Phase,FPS_Inst,Latence_ms,Temp_C,Power_Soft_W,Power_Manual_W
TEST,1.9,521.58,83.3,0,5.57
TEST,1.9,518.99,83.8,0,5.57
TEST,1.9,532.69,82.8,0,5.57
TEST,1.9,524.75,82.8,0,5.57
TEST,1.9,526.48,82.8,0,5.57
TEST,1.9,522.58,82.8,0,5.57
TEST,1.9,523.9,82.8,0,5.57
TEST,1.9,520.05,81.8,0,5.57
TEST,1.9,528.36,82.3,0,5.57
TEST,1.9,527.46,82.8,0,5.57
TEST,1.9,528.72,82.8,0,5.57
TEST,1.9,524.68,82.8,0,5.57
TEST,1.9,531.4,83.3,0,5.57
TEST,1.9,525.64,83.3,0,5.57
TEST,1.9,527.01,82.3,0,5.57
TEST,1.9,526.52,81.8,0,5.57
TEST,1.9,523.58,82.8,0,5.57
TEST,1.9,513.64,83.8,0,5.57
TEST,1.9,523.23,83.3,0,5.57
TEST,1.9,528.32,82.3,0,5.57
TEST,1.9,524.36,82.3,0,5.57
TEST,1.9,516.78,83.3,0,5.57
TEST,1.9,535.71,82.3,0,5.57
TEST,1.9,521.93,83.3,0,5.57
TEST,1.9,524.92,82.8,0,5.57
TEST,1.9,528.89,81.8,0,5.57
TEST,1.9,515.58,83.3,0,5.57
TEST,1.9,525.69,83.3,0,5.57
TEST,1.9,530.65,83.8,0,5.57
TEST,1.9,530.95,83.3,0,5.57
TEST,1.9,526.42,83.3,0,5.57
TEST,1.9,534.54,82.8,0,5.57
TEST,1.9,529.31,83.3,0,5.57
TEST,1.9,523.82,82.3,0,5.57
TEST,1.9,526.25,82.3,0,5.57
TEST,1.9,522.19,83.3,0,5.57
TEST,1.9,523.59,82.8,0,5.57
TEST,1.9,530.91,82.3,0,5.57
TEST,1.9,521.54,83.8,0,5.57
TEST,1.9,527.33,82.8,0,5.57
TEST,1.9,530.23,81.8,0,5.57
TEST,1.9,536.14,83.3,0,5.57
TEST,1.9,519.43,82.3,0,5.57
TEST,1.9,516.31,82.8,0,5.57
TEST,1.9,527.7,82.8,0,5.57
TEST,1.9,533.62,82.3,0,5.57
TEST,1.9,525.78,82.3,0,5.57
TEST,1.9,534.65,82.8,0,5.57
TEST,1.9,522.76,81.3,0,5.57
TEST,1.9,531.12,82.3,0,5.57
TEST,1.9,530.03,82.8,0,5.57
TEST,1.9,521.98,82.8,0,5.57
TEST,1.9,519.65,82.3,0,5.57
TEST,1.9,524.83,83.3,0,5.57
TEST,1.9,523.33,82.8,0,5.57
TEST,1.9,522.54,82.8,0,5.57
TEST,1.9,535.51,82.8,0,5.57
TEST,1.9,532.62,83.3,0,5.57
TEST,1.9,534.47,82.3,0,5.57
TEST,1.9,533.25,82.3,0,5.57
TEST,1.9,534.4,83.3,0,5.57
TEST,1.9,533.11,83.3,0,5.57
TEST,1.9,526.88,82.8,0,5.57
TEST,1.9,525.27,82.8,0,5.57
TEST,1.9,528.63,83.3,0,5.57
TEST,1.9,528.94,82.8,0,5.57
TEST,1.9,526.19,83.3,0,5.57
TEST,1.9,532.7,82.3,0,5.57
TEST,1.9,530.72,82.3,0,5.57
TEST,1.9,524.45,83.8,0,5.57
TEST,1.9,533.43,83.3,0,5.57
TEST,1.9,539.36,82.8,0,5.57
TEST,1.9,533.39,82.8,0,5.57
TEST,1.9,522.11,83.8,0,5.57
TEST,1.9,539.37,83.3,0,5.57
TEST,1.9,522.41,82.3,0,5.57
TEST,1.9,524.92,83.3,0,5.57
TEST,1.9,532.37,82.8,0,5.57
TEST,1.8,541.25,82.3,0,5.57
TEST,1.9,529.71,82.8,0,5.57
TEST,1.9,535.56,83.3,0,5.57
TEST,1.9,515.89,82.8,0,5.57
TEST,1.9,524.13,83.3,0,5.57
TEST,1.9,535.07,83.3,0,5.57
TEST,1.9,529.76,81.8,0,5.57
TEST,1.9,532.92,83.8,0,5.57
TEST,1.9,527.31,82.8,0,5.57
TEST,1.9,535.74,83.3,0,5.57
TEST,1.9,531.03,82.3,0,5.57
TEST,1.9,526.32,82.8,0,5.57
TEST,1.9,536.14,82.8,0,5.57
TEST,1.9,531.63,83.3,0,5.57
TEST,1.9,536.6,82.3,0,5.57
TEST,1.9,528.08,82.8,0,5.57
TEST,1.9,537.06,83.3,0,5.57
TEST,1.9,523.21,83.3,0,5.57
TEST,1.9,529.67,82.8,0,5.57
TEST,1.9,529.77,82.8,0,5.57
TEST,1.9,529.28,82.8,0,5.57
TEST,1.9,526.9,83.8,0,5.57
TEST,1.9,527.79,83.3,0,5.57
TEST,1.9,527.45,82.3,0,5.57
TEST,1.9,538.32,83.3,0,5.57
TEST,1.9,519.75,82.3,0,5.57
TEST,1.9,528.65,83.3,0,5.57
TEST,1.9,529.51,82.3,0,5.57
TEST,1.9,528.64,82.3,0,5.57
TEST,1.9,528.96,82.3,0,5.57
TEST,1.9,530.9,83.3,0,5.57
TEST,1.9,536.5,83.3,0,5.57
TEST,1.9,535.36,82.3,0,5.57
TEST,1.9,526.67,82.8,0,5.57
TEST,1.9,523.98,83.3,0,5.57
TEST,1.9,536.9,83.8,0,5.57
TEST,1.9,530.58,82.3,0,5.57
TEST,1.9,523.58,82.8,0,5.57
TEST,1.9,532.91,83.3,0,5.57
TEST,1.9,534.18,82.8,0,5.57
TEST,1.9,528.51,82.3,0,5.57
TEST,1.9,534.18,82.8,0,5.57
TEST,1.9,528.95,82.8,0,5.57
TEST,1.9,530.67,82.8,0,5.57
TEST,1.9,526.92,83.3,0,5.57
TEST,1.9,529.79,82.8,0,5.57
TEST,1.9,537.3,82.3,0,5.57
TEST,1.9,539.92,83.8,0,5.57
TEST,1.9,539.71,82.3,0,5.57
TEST,1.9,534.18,83.3,0,5.57
TEST,1.9,529.54,82.8,0,5.57
TEST,1.9,522.59,82.8,0,5.57
TEST,1.9,535.89,82.8,0,5.57
TEST,1.9,532.01,82.3,0,5.57
TEST,1.9,525.48,84.2,0,5.57
TEST,1.9,528.7,82.3,0,5.57
TEST,1.9,536.81,83.3,0,5.57
TEST,1.9,526.26,83.3,0,5.57
TEST,1.9,536.49,82.8,0,5.57
TEST,1.9,529.2,83.3,0,5.57
TEST,1.9,537.57,83.3,0,5.57
TEST,1.9,536.24,83.3,0,5.57
TEST,1.9,538.67,83.8,0,5.57
TEST,1.9,531.23,82.3,0,5.57
TEST,1.9,532.93,83.3,0,5.57
TEST,1.9,538.54,83.3,0,5.57
TEST,1.9,523.9,83.3,0,5.57
TEST,1.9,528.99,83.8,0,5.57
TEST,1.9,533.73,83.3,0,5.57
TEST,1.9,533.07,83.3,0,5.57
TEST,1.9,532.05,82.3,0,5.57
TEST,1.8,545.28,82.8,0,5.57
TEST,1.9,532.86,83.3,0,5.57
TEST,1.9,529.46,83.8,0,5.57
TEST,1.9,534.84,83.3,0,5.57
TEST,1.9,536.48,83.8,0,5.57
TEST,1.9,537.52,82.8,0,5.57
TEST,1.9,533.06,82.8,0,5.57
TEST,1.9,535.77,82.8,0,5.57
TEST,1.9,529.52,83.3,0,5.57
TEST,1.9,531.82,83.3,0,5.57
TEST,1.9,523.66,83.8,0,5.57
TEST,1.9,532.81,82.3,0,5.57
TEST,1.9,528.85,82.8,0,5.57
TEST,1.9,531.33,83.8,0,5.57
TEST,1.9,528.26,83.3,0,5.57
TEST,1.9,533.24,83.3,0,5.57
TEST,1.9,530.95,84.2,0,5.57
TEST,1.9,533.83,81.8,0,5.57
TEST,1.8,543.36,82.3,0,5.57
TEST,1.9,536.78,82.8,0,5.57
TEST,1.9,529.56,83.3,0,5.57
TEST,1.9,535.79,82.8,0,5.57
TEST,1.9,530.07,82.8,0,5.57
TEST,1.9,539.14,83.3,0,5.57
TEST,1.9,532.58,83.3,0,5.57
TEST,1.9,536.07,82.8,0,5.57
TEST,1.9,529.66,82.8,0,5.57
TEST,1.9,537.15,83.3,0,5.57
TEST,1.9,533.0,83.3,0,5.57
TEST,1.9,527.48,83.8,0,5.57
TEST,1.8,542.96,82.3,0,5.57
TEST,1.9,537.07,82.8,0,5.57
TEST,1.9,531.91,83.8,0,5.57
TEST,1.9,527.27,82.8,0,5.57
TEST,1.9,531.69,82.8,0,5.57
TEST,1.8,541.12,82.3,0,5.57
TEST,1.9,535.78,82.8,0,5.57
TEST,1.9,535.72,82.8,0,5.57
TEST,1.9,532.15,83.8,0,5.57
TEST,1.8,546.55,82.8,0,5.57
TEST,1.9,522.07,83.8,0,5.57
TEST,1.8,546.44,82.8,0,5.57
TEST,1.9,531.95,82.8,0,5.57
TEST,1.8,550.8,83.3,0,5.57
TEST,1.9,531.48,83.3,0,5.57
TEST,1.9,539.67,82.8,0,5.57
TEST,1.9,527.62,83.3,0,5.57
TEST,1.9,524.13,83.3,0,5.57
TEST,1.9,532.52,84.7,0,5.57
TEST,1.8,553.27,84.2,0,5.57
TEST,1.9,525.7,82.3,0,5.57
TEST,1.9,536.19,83.3,0,5.57
TEST,1.9,527.2,82.3,0,5.57
TEST,1.9,529.82,82.8,0,5.57
TEST,1.9,524.64,83.3,0,5.57
TEST,1.9,535.16,82.8,0,5.57
TEST,1.9,535.26,83.8,0,5.57
TEST,1.8,544.42,83.3,0,5.57
TEST,1.9,525.34,82.8,0,5.57
TEST,1.9,538.84,82.3,0,5.57
TEST,1.9,520.31,82.3,0,5.57
TEST,1.9,528.03,84.2,0,5.57
TEST,1.9,521.67,83.3,0,5.57
TEST,1.9,530.79,83.8,0,5.57
TEST,1.9,535.0,82.3,0,5.57
TEST,1.9,536.68,83.3,0,5.57
TEST,1.9,523.6,82.8,0,5.57
TEST,1.9,528.77,83.3,0,5.57
TEST,1.9,523.56,82.3,0,5.57
TEST,1.9,533.82,82.8,0,5.57
TEST,1.9,532.83,82.8,0,5.57
TEST,1.9,529.59,82.3,0,5.57
TEST,1.9,531.16,82.8,0,5.57
TEST,1.9,527.12,83.3,0,5.57
TEST,1.9,533.17,82.3,0,5.57
TEST,1.9,534.05,83.8,0,5.57
TEST,1.9,521.48,81.8,0,5.57
TEST,1.9,534.36,83.3,0,5.57
TEST,1.9,531.19,82.3,0,5.57
TEST,1.9,522.67,82.8,0,5.57
TEST,1.9,533.79,83.8,0,5.57
TEST,1.9,527.89,83.3,0,5.57
TEST,1.9,528.28,82.8,0,5.57
TEST,1.9,527.97,83.3,0,5.57
TEST,1.9,536.57,82.8,0,5.57
TEST,1.9,529.9,82.3,0,5.57
TEST,1.9,529.23,82.8,0,5.57
TEST,1.9,526.59,83.3,0,5.57
TEST,1.8,541.59,81.8,0,5.57
TEST,1.9,536.52,82.8,0,5.57
TEST,1.9,535.66,83.3,0,5.57
TEST,1.9,539.8,82.8,0,5.57
TEST,1.9,531.6,82.3,0,5.57
TEST,1.9,526.39,82.3,0,5.57
TEST,1.9,534.36,83.8,0,5.57
TEST,1.9,533.45,83.3,0,5.57
TEST,1.9,540.32,82.8,0,5.57
TEST,1.9,525.54,82.3,0,5.57
TEST,1.9,538.37,82.8,0,5.57
TEST,1.9,521.5,83.3,0,5.57
TEST,1.9,519.87,82.8,0,5.57
TEST,1.9,536.57,83.8,0,5.57
TEST,1.9,520.81,83.3,0,5.57
TEST,1.9,539.61,82.3,0,5.57
TEST,1.9,531.21,82.8,0,5.57
TEST,1.8,541.58,82.8,0,5.57
TEST,1.9,532.73,82.8,0,5.57
TEST,1.9,526.9,83.3,0,5.57
TEST,1.9,532.42,82.3,0,5.57
TEST,1.9,532.88,83.3,0,5.57
TEST,1.9,524.28,82.8,0,5.57
TEST,1.9,534.36,82.8,0,5.57
TEST,1.9,529.62,82.8,0,5.57
TEST,1.9,525.81,83.3,0,5.57
TEST,1.9,531.91,83.3,0,5.57
TEST,1.9,532.3,82.3,0,5.57
TEST,1.9,529.59,83.8,0,5.57
TEST,1.9,531.34,83.3,0,5.57
TEST,1.8,542.35,82.3,0,5.57
TEST,1.9,534.12,83.3,0,5.57
TEST,1.8,541.06,83.3,0,5.57
TEST,1.9,523.62,83.8,0,5.57
TEST,1.9,528.95,83.8,0,5.57
TEST,1.9,539.63,84.2,0,5.57
TEST,1.9,537.24,82.8,0,5.57
TEST,1.9,530.77,83.8,0,5.57
TEST,1.9,538.25,82.8,0,5.57
TEST,1.9,527.22,83.8,0,5.57
TEST,1.9,531.17,83.8,0,5.57
TEST,1.9,530.5,84.2,0,5.57
TEST,1.9,539.07,83.8,0,5.57
TEST,1.9,533.48,82.8,0,5.57
TEST,1.9,534.24,81.8,0,5.57
TEST,1.9,528.54,81.8,0,5.57
TEST,1.9,528.16,83.3,0,5.57
TEST,1.9,535.2,82.8,0,5.57
TEST,1.9,532.98,82.8,0,5.57
TEST,1.8,544.08,82.3,0,5.57
TEST,1.9,533.41,82.8,0,5.57
TEST,1.8,545.76,82.8,0,5.57
TEST,1.9,531.82,83.3,0,5.57
TEST,1.9,526.37,83.8,0,5.57
TEST,1.9,529.44,82.3,0,5.57
TEST,1.9,528.27,83.8,0,5.57
TEST,1.8,545.03,82.8,0,5.57
TEST,1.9,527.72,83.8,0,5.57
TEST,1.9,540.28,83.3,0,5.57
TEST,1.9,529.62,83.3,0,5.57
TEST,1.9,523.5,83.3,0,5.57
TEST,1.9,531.43,84.2,0,5.57
TEST,1.9,534.99,83.8,0,5.57
TEST,1.9,528.63,83.3,0,5.57
TEST,1.9,539.19,83.8,0,5.57
TEST,1.9,535.82,83.3,0,5.57
TEST,1.9,537.85,82.8,0,5.57
TEST,1.8,543.08,82.8,0,5.57
TEST,1.9,536.93,83.3,0,5.57
TEST,1.8,542.71,82.8,0,5.57
TEST,1.9,531.26,82.8,0,5.57
TEST,1.9,531.11,82.3,0,5.57
TEST,1.9,534.08,82.8,0,5.57
TEST,1.8,543.26,81.8,0,5.57
TEST,1.9,537.13,83.3,0,5.57
TEST,1.9,538.38,82.8,0,5.57
TEST,1.9,526.04,83.3,0,5.57
TEST,1.9,526.37,82.8,0,5.57
TEST,1.9,537.7,83.8,0,5.57
TEST,1.9,539.84,83.8,0,5.57
TEST,1.9,533.39,82.3,0,5.57
TEST,1.8,544.0,81.8,0,5.57
TEST,1.9,526.68,83.3,0,5.57
TEST,1.9,538.66,83.8,0,5.57
TEST,1.9,526.53,84.2,0,5.57
TEST,1.9,539.64,82.8,0,5.57
TEST,1.9,531.4,83.8,0,5.57
TEST,1.9,531.93,83.8,0,5.57
TEST,1.9,533.89,84.2,0,5.57
TEST,1.9,539.67,82.3,0,5.57
TEST,1.9,531.34,82.8,0,5.57
TEST,1.9,533.5,83.8,0,5.57
TEST,1.9,535.23,82.8,0,5.57
TEST,1.9,538.81,83.3,0,5.57
TEST,1.9,533.21,84.2,0,5.57
TEST,1.8,541.59,84.2,0,5.57
TEST,1.9,532.43,82.8,0,5.57
TEST,1.9,533.8,83.3,0,5.57
TEST,1.8,550.22,83.3,0,5.57
TEST,1.9,536.76,82.8,0,5.57
TEST,1.9,530.84,83.8,0,5.57
TEST,1.8,543.78,82.8,0,5.57
TEST,1.8,544.27,82.3,0,5.57
TEST,1.9,530.8,83.3,0,5.57
TEST,1.9,528.62,83.8,0,5.57
TEST,1.9,533.67,82.8,0,5.57
TEST,1.9,535.33,82.8,0,5.57
TEST,1.9,538.25,83.8,0,5.57
TEST,1.9,540.46,82.8,0,5.57
TEST,1.9,537.67,82.8,0,5.57
TEST,1.9,532.58,83.3,0,5.57
TEST,1.9,533.83,83.8,0,5.57
TEST,1.9,531.18,83.8,0,5.57
TEST,1.8,550.04,84.2,0,5.57
TEST,1.9,537.47,84.2,0,5.57
TEST,1.8,542.87,83.3,0,5.57
TEST,1.8,544.2,83.8,0,5.57
TEST,1.9,534.46,81.8,0,5.57
TEST,1.9,525.34,83.8,0,5.57
TEST,1.9,537.71,83.3,0,5.57
TEST,1.9,539.02,83.3,0,5.57
TEST,1.8,546.7,82.8,0,5.57
TEST,1.9,538.22,83.3,0,5.57
TEST,1.9,531.83,83.8,0,5.57
TEST,1.9,533.2,82.3,0,5.57
TEST,1.9,534.82,82.3,0,5.57
TEST,1.9,530.79,82.8,0,5.57
TEST,1.9,533.44,81.8,0,5.57
TEST,1.9,532.02,83.3,0,5.57
TEST,1.9,538.47,83.3,0,5.57
TEST,1.9,537.89,82.3,0,5.57
TEST,1.9,539.04,83.8,0,5.57
TEST,1.9,539.41,82.8,0,5.57
TEST,1.8,558.86,82.3,0,5.57
TEST,1.8,540.94,83.8,0,5.57
TEST,1.8,545.2,84.2,0,5.57
TEST,1.9,537.86,83.3,0,5.57
TEST,1.9,533.45,83.3,0,5.57
TEST,1.9,538.06,82.8,0,5.57
TEST,1.9,528.53,82.8,0,5.57
TEST,1.9,535.74,83.3,0,5.57
TEST,1.9,532.47,83.8,0,5.57
TEST,1.8,545.65,82.3,0,5.57
TEST,1.9,532.65,83.8,0,5.57
TEST,1.9,533.4,82.3,0,5.57
TEST,1.9,537.32,83.3,0,5.57
TEST,1.8,544.45,83.3,0,5.57
TEST,1.8,540.81,82.3,0,5.57
TEST,1.9,537.66,82.3,0,5.57
TEST,1.9,529.68,83.3,0,5.57
TEST,1.8,541.29,83.8,0,5.57
TEST,1.8,543.14,83.3,0,5.57
TEST,1.9,535.0,82.3,0,5.57
TEST,1.9,538.8,83.8,0,5.57
TEST,1.9,540.3,83.3,0,5.57
TEST,1.8,545.06,83.3,0,5.57
TEST,1.9,540.01,83.3,0,5.57
TEST,1.9,537.04,83.8,0,5.57
TEST,1.9,534.4,82.8,0,5.57
TEST,1.9,540.53,83.3,0,5.57
TEST,1.9,521.67,82.8,0,5.57
TEST,1.9,538.34,83.8,0,5.57
TEST,1.9,536.95,83.3,0,5.57
TEST,1.8,542.14,83.3,0,5.57
TEST,1.9,534.88,83.3,0,5.57
TEST,1.9,527.68,83.3,0,5.57
TEST,1.8,541.4,82.8,0,5.57
TEST,1.9,533.04,82.8,0,5.57
TEST,1.9,536.67,83.3,0,5.57
TEST,1.9,537.44,83.3,0,5.57
TEST,1.9,532.76,84.2,0,5.57
TEST,1.9,536.72,82.3,0,5.57
TEST,1.8,542.5,82.8,0,5.57
TEST,1.8,551.49,83.3,0,5.57
TEST,1.8,544.03,82.8,0,5.57
TEST,1.9,536.8,83.3,0,5.57
TEST,1.9,539.68,82.8,0,5.57
TEST,1.9,539.93,83.8,0,5.57
TEST,1.8,542.83,82.8,0,5.57
TEST,1.9,539.59,81.8,0,5.57
TEST,1.9,527.17,83.3,0,5.57
TEST,1.8,542.58,83.8,0,5.57
TEST,1.9,526.95,84.2,0,5.57
TEST,1.9,532.6,83.3,0,5.57
TEST,1.8,547.24,83.3,0,5.57
TEST,1.9,535.83,82.3,0,5.57
TEST,1.9,538.19,82.3,0,5.57
TEST,1.8,549.22,82.8,0,5.57
TEST,1.8,543.11,82.8,0,5.57
TEST,1.8,547.7,82.8,0,5.57
TEST,1.9,527.43,83.3,0,5.57
TEST,1.8,541.6,83.8,0,5.57
TEST,1.9,539.6,82.8,0,5.57
TEST,1.8,540.95,83.3,0,5.57
TEST,1.8,543.13,82.8,0,5.57
TEST,1.9,535.02,82.3,0,5.57
TEST,1.9,537.91,83.3,0,5.57
TEST,1.8,542.38,83.3,0,5.57
TEST,1.9,537.96,83.8,0,5.57
TEST,1.8,541.46,82.8,0,5.57
TEST,1.8,547.2,83.3,0,5.57
TEST,1.9,540.37,83.8,0,5.57
TEST,1.9,537.3,83.8,0,5.57
TEST,1.9,540.24,83.3,0,5.57
TEST,1.9,538.44,83.3,0,5.57
TEST,1.8,541.7,82.8,0,5.57
TEST,1.9,533.93,83.3,0,5.57
TEST,1.9,540.33,83.3,0,5.57
TEST,1.9,533.16,83.3,0,5.57
TEST,1.8,546.82,83.3,0,5.57
TEST,1.8,542.79,84.2,0,5.57
TEST,1.8,545.47,83.3,0,5.57
TEST,1.9,534.75,83.3,0,5.57
TEST,1.9,537.01,82.8,0,5.57
TEST,1.8,551.46,83.8,0,5.57
TEST,1.8,542.17,85.2,0,5.57
TEST,1.9,524.8,83.8,0,5.57
TEST,1.8,545.09,84.2,0,5.57
TEST,1.8,548.98,82.8,0,5.57
TEST,1.9,531.94,83.3,0,5.57
TEST,1.8,545.93,83.8,0,5.57
TEST,1.8,547.76,83.3,0,5.57
TEST,1.9,540.04,83.8,0,5.57
TEST,1.8,550.96,82.8,0,5.57
TEST,1.9,539.43,82.3,0,5.57
TEST,1.8,541.9,83.8,0,5.57
TEST,1.9,536.93,83.8,0,5.57
TEST,1.9,534.8,83.8,0,5.57
TEST,1.9,537.63,82.8,0,5.57
TEST,1.8,545.71,83.8,0,5.57
TEST,1.9,539.1,84.2,0,5.57
TEST,1.8,547.5,83.3,0,5.57
TEST,1.9,530.22,83.8,0,5.57
TEST,1.9,536.81,84.2,0,5.57
TEST,1.9,538.92,83.3,0,5.57
TEST,1.8,548.28,83.3,0,5.57
TEST,1.8,541.86,82.8,0,5.57
TEST,1.9,533.04,84.2,0,5.57
TEST,1.8,547.6,83.3,0,5.57
TEST,1.8,544.19,83.3,0,5.57
TEST,1.9,537.89,83.8,0,5.57
TEST,1.9,536.39,82.3,0,5.57
TEST,1.9,536.65,83.8,0,5.57
TEST,1.9,537.45,83.3,0,5.57
TEST,1.9,533.56,83.8,0,5.57
TEST,1.9,526.49,83.8,0,5.57
TEST,1.8,552.59,83.3,0,5.57
TEST,1.8,543.95,84.2,0,5.57
TEST,1.9,532.28,83.3,0,5.57
TEST,1.8,544.99,83.8,0,5.57
TEST,1.8,547.86,83.8,0,5.57
TEST,1.9,531.46,83.8,0,5.57
TEST,1.9,538.73,82.8,0,5.57
TEST,1.9,539.93,83.8,0,5.57
TEST,1.8,547.8,83.3,0,5.57
TEST,1.8,544.93,83.3,0,5.57
TEST,1.8,542.77,84.2,0,5.57
TEST,1.8,555.45,83.3,0,5.57
TEST,1.9,528.17,82.8,0,5.57
TEST,1.9,538.85,83.3,0,5.57
TEST,1.9,537.07,82.8,0,5.57
TEST,1.9,535.87,83.3,0,5.57
TEST,1.9,536.52,84.7,0,5.57
TEST,1.8,546.38,82.3,0,5.57
TEST,1.8,544.5,83.8,0,5.57
TEST,1.8,542.84,82.8,0,5.57
TEST,1.9,536.37,82.8,0,5.57
TEST,1.9,538.35,83.8,0,5.57
TEST,1.8,541.65,83.3,0,5.57
TEST,1.8,545.1,83.8,0,5.57
TEST,1.9,535.05,82.3,0,5.57
TEST,1.9,530.44,83.8,0,5.57
TEST,1.9,536.88,83.3,0,5.57
TEST,1.9,537.96,83.3,0,5.57
TEST,1.9,530.47,82.8,0,5.57
TEST,1.8,541.5,83.8,0,5.57
TEST,1.8,543.42,83.3,0,5.57
TEST,1.9,535.85,83.8,0,5.57
TEST,1.8,541.11,84.2,0,5.57
TEST,1.8,542.56,83.3,0,5.57
TEST,1.9,539.0,84.2,0,5.57
TEST,1.9,539.99,82.8,0,5.57
TEST,1.8,543.17,83.3,0,5.57
TEST,1.8,545.18,82.8,0,5.57
TEST,1.8,549.31,83.8,0,5.57
TEST,1.8,543.68,82.3,0,5.57
TEST,1.8,543.4,83.8,0,5.57
TEST,1.9,537.49,83.8,0,5.57
TEST,1.9,534.99,83.8,0,5.57
TEST,1.9,534.9,83.3,0,5.57
TEST,1.9,540.3,82.8,0,5.57
TEST,1.8,542.12,83.8,0,5.57
TEST,1.9,536.38,83.8,0,5.57
TEST,1.9,535.49,84.2,0,5.57
TEST,1.8,541.12,83.3,0,5.57
TEST,1.8,545.93,82.8,0,5.57
TEST,1.9,534.69,82.8,0,5.57
TEST,1.8,551.72,82.3,0,5.57
TEST,1.8,542.22,83.3,0,5.57
TEST,1.8,541.13,83.3,0,5.57
TEST,1.9,539.84,83.8,0,5.57
TEST,1.9,537.56,83.8,0,5.57
TEST,1.8,542.56,83.3,0,5.57
TEST,1.9,533.57,83.8,0,5.57
TEST,1.9,534.91,83.8,0,5.57
TEST,1.9,540.44,83.3,0,5.57
TEST,1.9,535.92,82.8,0,5.57
TEST,1.8,550.31,82.8,0,5.57
TEST,1.9,537.23,82.8,0,5.57
TEST,1.9,538.52,83.3,0,5.57
TEST,1.8,542.79,82.8,0,5.57
TEST,1.9,535.9,82.3,0,5.57
TEST,1.8,545.45,83.8,0,5.57
TEST,1.8,541.9,83.3,0,5.57
TEST,1.8,547.04,83.3,0,5.57
TEST,1.9,536.02,82.8,0,5.57
TEST,1.9,537.98,83.3,0,5.57
TEST,1.9,534.36,83.8,0,5.57
TEST,1.8,540.58,83.8,0,5.57
TEST,1.8,540.88,83.3,0,5.57
TEST,1.9,539.07,83.8,0,5.57
TEST,1.8,542.7,83.3,0,5.57
TEST,1.9,540.32,83.8,0,5.57
TEST,1.8,544.88,82.8,0,5.57
TEST,1.9,533.78,83.8,0,5.57
TEST,1.8,545.1,83.8,0,5.57
TEST,1.9,537.22,83.3,0,5.57
TEST,1.8,549.77,83.3,0,5.57
TEST,1.8,545.2,83.3,0,5.57
TEST,1.9,535.65,83.8,0,5.57
TEST,1.9,532.11,83.3,0,5.57
TEST,1.8,546.33,82.8,0,5.57
TEST,1.8,542.45,83.3,0,5.57
TEST,1.8,540.72,83.3,0,5.57
TEST,1.9,532.84,83.3,0,5.57
TEST,1.8,545.48,83.3,0,5.57
TEST,1.9,531.66,82.8,0,5.57
TEST,1.9,538.26,84.2,0,5.57
TEST,1.9,539.9,83.3,0,5.57
TEST,1.8,544.37,83.8,0,5.57
TEST,1.8,546.66,82.8,0,5.57
TEST,1.8,542.07,83.3,0,5.57
TEST,1.8,540.83,84.2,0,5.57
TEST,1.8,545.24,83.8,0,5.57
TEST,1.8,546.28,83.3,0,5.57
TEST,1.9,537.16,82.3,0,5.57
