Phase,FPS_Inst,Latence_ms,Temp_C,Power_Soft_W,Power_Manual_W
TEST,1.9,537.78,83.8,0,5.57
TEST,1.9,532.98,83.3,0,5.57
TEST,1.9,539.93,83.3,0,5.57
TEST,1.8,542.09,83.8,0,5.57
TEST,1.8,546.24,83.3,0,5.57
TEST,1.9,536.99,83.8,0,5.57
TEST,1.8,546.42,83.8,0,5.57
TEST,1.8,549.83,83.3,0,5.57
TEST,1.9,533.51,83.8,0,5.57
TEST,1.8,548.66,82.8,0,5.57
TEST,1.9,540.03,83.3,0,5.57
TEST,1.8,541.68,84.2,0,5.57
TEST,1.9,539.71,83.3,0,5.57
TEST,1.8,541.05,83.8,0,5.57
TEST,1.9,533.6,83.8,0,5.57
TEST,1.8,552.54,84.2,0,5.57
TEST,1.8,546.51,82.8,0,5.57
TEST,1.8,540.77,81.8,0,5.57
TEST,1.9,534.88,84.2,0,5.57
TEST,1.9,535.9,83.3,0,5.57
TEST,1.8,545.48,82.8,0,5.57
TEST,1.9,537.49,84.2,0,5.57
TEST,1.9,537.46,83.8,0,5.57
TEST,1.8,545.81,83.8,0,5.57
TEST,1.8,545.35,83.8,0,5.57
TEST,1.8,547.25,82.8,0,5.57
TEST,1.8,543.91,83.3,0,5.57
TEST,1.8,549.62,82.8,0,5.57
TEST,1.9,532.27,83.8,0,5.57
TEST,1.8,553.36,83.3,0,5.57
TEST,1.9,538.95,83.3,0,5.57
TEST,1.8,546.23,82.8,0,5.57
TEST,1.8,540.95,83.8,0,5.57
TEST,1.8,543.95,83.3,0,5.57
TEST,1.9,539.6,83.8,0,5.57
TEST,1.8,549.58,82.8,0,5.57
TEST,1.8,541.45,82.8,0,5.57
TEST,1.9,539.78,84.2,0,5.57
TEST,1.9,538.37,83.3,0,5.57
TEST,1.8,545.74,83.8,0,5.57
TEST,1.9,539.56,82.3,0,5.57
TEST,1.8,543.26,82.8,0,5.57
TEST,1.9,540.25,83.3,0,5.57
TEST,1.9,538.19,83.8,0,5.57
TEST,1.8,543.26,83.3,0,5.57
TEST,1.8,544.26,82.8,0,5.57
TEST,1.8,546.46,83.8,0,5.57
TEST,1.9,539.48,82.8,0,5.57
TEST,1.9,539.62,83.8,0,5.57
TEST,1.9,536.06,83.3,0,5.57
TEST,1.8,542.57,84.2,0,5.57
TEST,1.8,541.36,82.3,0,5.57
TEST,1.9,535.37,83.3,0,5.57
TEST,1.9,537.65,83.3,0,5.57
TEST,1.9,540.22,83.8,0,5.57
TEST,1.9,538.84,82.8,0,5.57
TEST,1.8,542.84,83.3,0,5.57
TEST,1.8,542.97,83.8,0,5.57
TEST,1.9,539.59,82.8,0,5.57
TEST,1.8,544.7,83.8,0,5.57
TEST,1.9,530.31,83.3,0,5.57
TEST,1.8,543.66,83.3,0,5.57
TEST,1.8,545.39,84.2,0,5.57
TEST,1.8,544.78,83.8,0,5.57
TEST,1.9,530.55,83.8,0,5.57
TEST,1.9,529.62,83.3,0,5.57
TEST,1.9,529.9,83.3,0,5.57
TEST,1.8,541.97,83.8,0,5.57
TEST,1.9,536.8,82.8,0,5.57
TEST,1.9,534.11,83.3,0,5.57
TEST,1.9,529.85,83.3,0,5.57
TEST,1.8,542.95,83.3,0,5.57
TEST,1.9,535.86,83.8,0,5.57
TEST,1.9,538.99,83.8,0,5.57
TEST,1.8,544.83,82.8,0,5.57
TEST,1.9,533.34,83.3,0,5.57
TEST,1.9,537.98,83.3,0,5.57
TEST,1.9,536.61,83.3,0,5.57
TEST,1.9,539.56,82.8,0,5.57
TEST,1.9,536.78,83.8,0,5.57
TEST,1.8,543.32,83.3,0,5.57
TEST,1.9,533.03,83.8,0,5.57
TEST,1.9,532.14,83.8,0,5.57
TEST,1.8,540.66,83.8,0,5.57
TEST,1.9,538.27,83.3,0,5.57
TEST,1.8,540.55,82.8,0,5.57
TEST,1.8,542.52,83.3,0,5.57
TEST,1.9,524.66,83.3,0,5.57
TEST,1.8,543.29,83.3,0,5.57
TEST,1.8,540.86,83.3,0,5.57
TEST,1.9,536.22,82.3,0,5.57
TEST,1.9,537.73,82.8,0,5.57
TEST,1.9,535.75,83.8,0,5.57
TEST,1.9,539.71,83.8,0,5.57
TEST,1.8,543.21,83.8,0,5.57
TEST,1.8,541.71,83.8,0,5.57
TEST,1.9,529.41,82.8,0,5.57
TEST,1.8,541.65,83.3,0,5.57
TEST,1.8,542.41,83.3,0,5.57
TEST,1.8,549.3,83.3,0,5.57
TEST,1.9,539.76,82.3,0,5.57
TEST,1.9,533.94,82.8,0,5.57
TEST,1.9,540.1,83.8,0,5.57
TEST,1.8,547.91,83.3,0,5.57
TEST,1.8,545.61,82.8,0,5.57
TEST,1.9,536.81,84.2,0,5.57
TEST,1.8,541.75,83.3,0,5.57
TEST,1.9,534.14,82.8,0,5.57
TEST,1.9,536.69,83.8,0,5.57
TEST,1.8,546.1,82.8,0,5.57
TEST,1.8,543.31,83.8,0,5.57
TEST,1.8,544.39,83.3,0,5.57
TEST,1.8,551.31,82.8,0,5.57
TEST,1.8,544.29,82.8,0,5.57
TEST,1.9,534.89,83.3,0,5.57
TEST,1.8,542.16,83.3,0,5.57
TEST,1.9,532.92,82.8,0,5.57
TEST,1.9,534.9,83.8,0,5.57
TEST,1.8,546.24,83.3,0,5.57
TEST,1.8,541.85,83.3,0,5.57
TEST,1.8,547.69,82.8,0,5.57
TEST,1.8,546.68,83.8,0,5.57
TEST,1.8,545.21,82.8,0,5.57
TEST,1.8,544.09,82.3,0,5.57
TEST,1.9,538.23,83.3,0,5.57
TEST,1.8,541.78,82.8,0,5.57
TEST,1.8,541.74,83.3,0,5.57
TEST,1.9,533.25,83.3,0,5.57
TEST,1.9,538.91,83.8,0,5.57
TEST,1.9,531.82,82.8,0,5.57
TEST,1.9,534.53,83.8,0,5.57
TEST,1.8,545.53,83.3,0,5.57
TEST,1.8,545.18,83.3,0,5.57
TEST,1.9,528.87,83.3,0,5.57
TEST,1.8,544.52,83.3,0,5.57
TEST,1.9,539.07,83.3,0,5.57
TEST,1.8,542.78,83.3,0,5.57
TEST,1.8,553.89,83.3,0,5.57
TEST,1.9,540.2,82.8,0,5.57
TEST,1.8,544.52,83.3,0,5.57
TEST,1.9,538.28,82.8,0,5.57
TEST,1.9,536.48,82.3,0,5.57
TEST,1.8,543.11,82.8,0,5.57
TEST,1.8,547.7,83.8,0,5.57
TEST,1.8,544.98,83.3,0,5.57
TEST,1.8,545.88,83.3,0,5.57
TEST,1.8,542.61,83.3,0,5.57
TEST,1.8,542.41,83.8,0,5.57
TEST,1.8,545.86,82.8,0,5.57
TEST,1.9,539.87,83.3,0,5.57
TEST,1.9,539.58,83.3,0,5.57
TEST,1.8,541.2,82.8,0,5.57
TEST,1.8,544.52,83.8,0,5.57
TEST,1.8,552.38,82.3,0,5.57
TEST,1.8,553.11,83.8,0,5.57
TEST,1.8,541.89,83.3,0,5.57
TEST,1.9,537.64,84.2,0,5.57
TEST,1.8,546.45,83.8,0,5.57
TEST,1.9,535.8,83.8,0,5.57
TEST,1.9,538.92,83.8,0,5.57
TEST,1.8,542.34,84.2,0,5.57
TEST,1.9,536.02,83.8,0,5.57
TEST,1.8,544.36,83.3,0,5.57
TEST,1.9,539.77,84.2,0,5.57
TEST,1.9,536.2,83.8,0,5.57
TEST,1.8,542.93,82.8,0,5.57
TEST,1.8,541.58,82.8,0,5.57
TEST,1.9,531.25,83.3,0,5.57
TEST,1.8,548.84,82.8,0,5.57
TEST,1.9,540.47,83.3,0,5.57
TEST,1.8,543.73,83.8,0,5.57
TEST,1.8,543.26,83.8,0,5.57
TEST,1.9,536.27,82.8,0,5.57
TEST,1.9,537.96,83.3,0,5.57
TEST,1.8,545.13,83.3,0,5.57
TEST,1.9,538.28,82.8,0,5.57
TEST,1.8,541.95,83.3,0,5.57
TEST,1.9,537.08,83.8,0,5.57
TEST,1.8,548.13,84.2,0,5.57
TEST,1.8,543.52,83.3,0,5.57
TEST,1.9,538.02,83.8,0,5.57
TEST,1.9,539.95,84.2,0,5.57
TEST,1.9,536.06,83.8,0,5.57
TEST,1.8,541.35,83.3,0,5.57
TEST,1.8,540.91,83.8,0,5.57
TEST,1.9,535.61,83.8,0,5.57
TEST,1.9,536.39,83.3,0,5.57
TEST,1.8,541.38,83.3,0,5.57
TEST,1.9,538.58,83.8,0,5.57
TEST,1.8,543.82,83.3,0,5.57
TEST,1.8,544.78,84.2,0,5.57
TEST,1.8,549.04,83.3,0,5.57
TEST,1.9,535.93,84.2,0,5.57
TEST,1.8,545.22,83.8,0,5.57
TEST,1.9,533.76,83.3,0,5.57
TEST,1.9,539.9,83.8,0,5.57
TEST,1.9,537.47,83.3,0,5.57
TEST,1.8,552.47,82.8,0,5.57
TEST,1.8,544.31,83.3,0,5.57
TEST,1.9,539.25,83.3,0,5.57
TEST,1.8,545.21,83.8,0,5.57
TEST,1.8,548.52,83.3,0,5.57
TEST,1.9,539.18,83.3,0,5.57
TEST,1.8,547.49,83.8,0,5.57
TEST,1.8,546.13,82.8,0,5.57
TEST,1.9,537.04,83.3,0,5.57
TEST,1.8,541.74,83.8,0,5.57
TEST,1.9,540.27,82.8,0,5.57
TEST,1.9,539.14,83.3,0,5.57
TEST,1.8,546.68,83.8,0,5.57
TEST,1.8,541.48,83.8,0,5.57
TEST,1.8,553.34,84.2,0,5.57
TEST,1.8,546.41,84.7,0,5.57
TEST,1.9,533.36,83.3,0,5.57
TEST,1.8,541.78,83.8,0,5.57
TEST,1.8,550.08,84.2,0,5.57
TEST,1.8,543.78,83.8,0,5.57
TEST,1.8,545.14,82.3,0,5.57
TEST,1.8,544.77,83.3,0,5.57
TEST,1.8,548.69,83.8,0,5.57
TEST,1.8,543.48,82.3,0,5.57
TEST,1.8,549.44,83.8,0,5.57
TEST,1.8,546.24,82.8,0,5.57
TEST,1.8,546.93,82.8,0,5.57
TEST,1.9,536.07,83.3,0,5.57
TEST,1.8,545.13,83.8,0,5.57
TEST,1.9,536.63,82.8,0,5.57
TEST,1.9,539.45,83.8,0,5.57
TEST,1.8,546.58,83.8,0,5.57
TEST,1.9,534.28,83.3,0,5.57
TEST,1.9,535.84,83.8,0,5.57
TEST,1.8,552.02,82.8,0,5.57
TEST,1.9,535.08,83.8,0,5.57
TEST,1.8,543.95,84.2,0,5.57
TEST,1.8,543.84,84.7,0,5.57
TEST,1.8,540.97,84.2,0,5.57
TEST,1.8,546.69,84.2,0,5.57
TEST,1.8,544.9,82.8,0,5.57
TEST,1.9,539.23,83.3,0,5.57
TEST,1.8,546.39,83.3,0,5.57
TEST,1.8,552.16,83.8,0,5.57
TEST,1.9,540.42,82.8,0,5.57
TEST,1.8,545.1,83.8,0,5.57
TEST,1.9,538.34,84.2,0,5.57
TEST,1.8,542.97,83.3,0,5.57
TEST,1.9,530.29,83.3,0,5.57
TEST,1.8,543.96,82.8,0,5.57
TEST,1.8,542.69,84.2,0,5.57
TEST,1.9,534.41,82.8,0,5.57
TEST,1.9,538.08,82.8,0,5.57
TEST,1.9,539.26,84.2,0,5.57
TEST,1.8,543.63,83.3,0,5.57
TEST,1.8,546.46,83.3,0,5.57
TEST,1.8,557.07,84.2,0,5.57
TEST,1.9,533.36,84.2,0,5.57
TEST,1.8,547.85,83.3,0,5.57
TEST,1.9,536.72,83.3,0,5.57
TEST,1.9,536.47,83.3,0,5.57
TEST,1.9,539.92,83.3,0,5.57
TEST,1.8,548.35,83.3,0,5.57
TEST,1.9,540.12,82.8,0,5.57
TEST,1.8,551.43,83.8,0,5.57
TEST,1.8,545.32,82.8,0,5.57
TEST,1.9,537.8,84.2,0,5.57
TEST,1.9,537.64,83.3,0,5.57
TEST,1.8,544.62,82.8,0,5.57
TEST,1.9,536.35,82.8,0,5.57
TEST,1.9,534.47,83.8,0,5.57
TEST,1.8,548.56,83.8,0,5.57
TEST,1.8,549.39,82.8,0,5.57
TEST,1.8,542.7,83.8,0,5.57
TEST,1.9,537.19,83.3,0,5.57
TEST,1.9,536.58,83.8,0,5.57
TEST,1.8,540.89,83.3,0,5.57
TEST,1.9,540.29,83.8,0,5.57
TEST,1.8,543.74,81.8,0,5.57
TEST,1.8,546.37,83.3,0,5.57
TEST,1.8,548.18,83.3,0,5.57
TEST,1.8,541.51,83.8,0,5.57
TEST,1.8,544.32,84.2,0,5.57
TEST,1.8,544.97,83.3,0,5.57
TEST,1.9,539.53,83.3,0,5.57
TEST,1.8,547.44,83.3,0,5.57
TEST,1.8,550.0,83.3,0,5.57
TEST,1.8,541.33,84.2,0,5.57
TEST,1.8,544.7,82.8,0,5.57
TEST,1.8,552.43,82.8,0,5.57
TEST,1.9,539.74,83.8,0,5.57
TEST,1.9,536.83,83.8,0,5.57
TEST,1.8,540.8,82.8,0,5.57
TEST,1.9,533.9,84.2,0,5.57
TEST,1.8,545.3,82.8,0,5.57
TEST,1.8,545.72,83.8,0,5.57
TEST,1.9,539.56,82.8,0,5.57
TEST,1.8,542.96,83.8,0,5.57
TEST,1.9,538.24,83.8,0,5.57
TEST,1.8,544.81,83.3,0,5.57
TEST,1.9,540.54,83.8,0,5.57
TEST,1.8,543.66,82.8,0,5.57
TEST,1.8,545.92,83.8,0,5.57
TEST,1.8,547.79,83.8,0,5.57
TEST,1.8,543.46,82.8,0,5.57
TEST,1.8,544.72,84.2,0,5.57
TEST,1.8,546.12,83.3,0,5.57
TEST,1.8,545.24,83.3,0,5.57
TEST,1.8,543.35,83.3,0,5.57
TEST,1.9,533.85,83.3,0,5.57
TEST,1.8,548.29,83.3,0,5.57
TEST,1.8,543.28,82.3,0,5.57
TEST,1.8,552.19,82.8,0,5.57
TEST,1.8,545.13,83.8,0,5.57
TEST,1.8,540.84,83.3,0,5.57
TEST,1.9,540.14,84.7,0,5.57
TEST,1.8,543.4,83.8,0,5.57
TEST,1.9,540.24,83.3,0,5.57
TEST,1.9,531.29,83.8,0,5.57
TEST,1.9,538.77,82.8,0,5.57
TEST,1.8,543.89,83.3,0,5.57
TEST,1.9,538.71,82.3,0,5.57
TEST,1.8,543.91,83.8,0,5.57
TEST,1.8,542.53,83.3,0,5.57
TEST,1.9,539.56,83.3,0,5.57
TEST,1.8,542.24,84.2,0,5.57
TEST,1.8,545.07,82.8,0,5.57
TEST,1.8,541.49,82.8,0,5.57
TEST,1.8,551.9,83.8,0,5.57
TEST,1.9,534.1,84.2,0,5.57
TEST,1.8,543.92,83.8,0,5.57
TEST,1.8,541.99,84.2,0,5.57
TEST,1.8,544.77,84.2,0,5.57
TEST,1.8,551.72,83.3,0,5.57
TEST,1.9,535.42,83.3,0,5.57
TEST,1.8,544.46,82.8,0,5.57
TEST,1.9,539.14,83.3,0,5.57
TEST,1.8,545.81,84.2,0,5.57
TEST,1.8,554.95,83.3,0,5.57
TEST,1.8,541.6,82.8,0,5.57
TEST,1.9,534.52,83.8,0,5.57
TEST,1.9,539.09,83.3,0,5.57
TEST,1.8,540.94,83.3,0,5.57
TEST,1.9,533.45,83.8,0,5.57
TEST,1.9,539.67,83.8,0,5.57
TEST,1.9,539.9,83.3,0,5.57
TEST,1.9,536.29,83.3,0,5.57
TEST,1.8,546.3,83.8,0,5.57
TEST,1.8,544.87,82.8,0,5.57
TEST,1.9,536.59,83.3,0,5.57
TEST,1.8,545.03,84.2,0,5.57
TEST,1.9,534.66,83.3,0,5.57
TEST,1.8,545.39,83.8,0,5.57
TEST,1.8,544.91,83.3,0,5.57
TEST,1.8,546.98,83.8,0,5.57
TEST,1.9,536.9,83.3,0,5.57
TEST,1.8,541.44,83.3,0,5.57
TEST,1.8,540.74,83.3,0,5.57
TEST,1.8,549.14,83.3,0,5.57
TEST,1.8,547.79,82.8,0,5.57
TEST,1.8,543.67,84.7,0,5.57
TEST,1.8,554.56,83.3,0,5.57
TEST,1.9,536.12,84.7,0,5.57
TEST,1.9,535.67,82.8,0,5.57
TEST,1.8,542.72,83.8,0,5.57
TEST,1.8,547.78,82.8,0,5.57
TEST,1.8,549.23,82.3,0,5.57
TEST,1.9,537.45,82.8,0,5.57
TEST,1.8,545.59,83.3,0,5.57
TEST,1.9,533.3,83.8,0,5.57
TEST,1.8,549.43,83.3,0,5.57
TEST,1.9,533.93,83.3,0,5.57
TEST,1.8,548.72,84.7,0,5.57
TEST,1.9,537.0,83.8,0,5.57
TEST,1.8,542.15,84.2,0,5.57
TEST,1.8,541.42,83.3,0,5.57
TEST,1.8,547.21,83.3,0,5.57
TEST,1.8,550.69,84.2,0,5.57
TEST,1.8,551.6,83.3,0,5.57
TEST,1.9,536.44,83.8,0,5.57
TEST,1.9,538.69,84.2,0,5.57
TEST,1.8,556.39,83.8,0,5.57
TEST,1.8,551.67,83.3,0,5.57
TEST,1.8,546.45,82.3,0,5.57
TEST,1.9,537.26,82.8,0,5.57
TEST,1.9,538.52,83.8,0,5.57
TEST,1.8,547.35,84.2,0,5.57
TEST,1.8,546.57,83.3,0,5.57
TEST,1.8,548.28,83.8,0,5.57
TEST,1.8,549.63,82.8,0,5.57
TEST,1.9,539.66,84.2,0,5.57
TEST,1.9,535.83,83.8,0,5.57
TEST,1.8,550.3,84.2,0,5.57
TEST,1.8,546.4,82.8,0,5.57
TEST,1.8,553.53,84.2,0,5.57
TEST,1.8,544.83,82.8,0,5.57
TEST,1.8,542.29,83.3,0,5.57
TEST,1.8,549.58,84.2,0,5.57
TEST,1.9,539.97,83.3,0,5.57
TEST,1.8,541.47,82.8,0,5.57
TEST,1.8,541.01,84.2,0,5.57
TEST,1.8,541.98,82.8,0,5.57
TEST,1.8,550.23,84.2,0,5.57
TEST,1.9,536.84,84.2,0,5.57
TEST,1.9,538.43,83.3,0,5.57
TEST,1.8,546.79,82.8,0,5.57
TEST,1.8,545.35,83.8,0,5.57
TEST,1.8,541.66,83.8,0,5.57
TEST,1.8,548.28,83.3,0,5.57
TEST,1.8,543.9,83.3,0,5.57
TEST,1.8,543.13,83.3,0,5.57
TEST,1.8,544.95,83.3,0,5.57
TEST,1.8,546.42,84.2,0,5.57
TEST,1.8,543.04,83.3,0,5.57
TEST,1.7,587.74,83.3,0,5.57
TEST,1.9,539.93,84.2,0,5.57
TEST,1.8,546.56,83.8,0,5.57
TEST,1.9,532.35,84.7,0,5.57
TEST,1.8,555.39,83.3,0,5.57
TEST,1.9,539.95,82.8,0,5.57
TEST,1.9,539.14,82.8,0,5.57
TEST,1.8,549.83,83.8,0,5.57
TEST,1.8,541.88,83.8,0,5.57
TEST,1.8,548.06,83.3,0,5.57
TEST,1.9,535.03,83.3,0,5.57
TEST,1.8,543.87,83.8,0,5.57
TEST,1.8,540.97,83.3,0,5.57
TEST,1.8,555.34,84.7,0,5.57
TEST,1.8,548.72,83.3,0,5.57
TEST,1.8,548.02,83.3,0,5.57
TEST,1.9,538.8,84.2,0,5.57
TEST,1.8,540.54,84.2,0,5.57
TEST,1.8,547.78,83.3,0,5.57
TEST,1.8,547.84,83.8,0,5.57
TEST,1.8,550.25,82.8,0,5.57
TEST,1.8,555.0,84.2,0,5.57
TEST,1.8,547.2,83.3,0,5.57
TEST,1.8,552.36,83.8,0,5.57
TEST,1.8,557.49,83.3,0,5.57
TEST,1.8,544.41,83.8,0,5.57
TEST,1.8,544.94,83.3,0,5.57
TEST,1.8,554.74,83.8,0,5.57
TEST,1.8,548.36,83.8,0,5.57
TEST,1.8,541.72,84.2,0,5.57
TEST,1.8,541.3,84.2,0,5.57
TEST,1.8,543.93,84.7,0,5.57
TEST,1.8,540.65,83.3,0,5.57
TEST,1.8,548.31,83.3,0,5.57
TEST,1.8,559.04,83.3,0,5.57
TEST,1.8,544.24,82.8,0,5.57
TEST,1.8,542.88,83.8,0,5.57
TEST,1.8,546.12,83.3,0,5.57
TEST,1.8,548.11,84.2,0,5.57
TEST,1.9,535.52,83.8,0,5.57
TEST,1.8,547.23,83.8,0,5.57
TEST,1.8,543.07,83.3,0,5.57
TEST,1.8,546.03,83.8,0,5.57
TEST,1.8,550.61,84.2,0,5.57
TEST,1.9,537.49,82.8,0,5.57
TEST,1.9,536.25,82.8,0,5.57
TEST,1.8,544.76,84.2,0,5.57
TEST,1.8,540.81,84.7,0,5.57
TEST,1.8,542.9,84.2,0,5.57
TEST,1.9,539.71,84.2,0,5.57
TEST,1.8,550.74,84.2,0,5.57
TEST,1.8,553.8,83.8,0,5.57
TEST,1.8,555.52,84.2,0,5.57
TEST,1.8,548.96,83.3,0,5.57
TEST,1.8,549.15,83.3,0,5.57
TEST,1.8,552.52,83.3,0,5.57
TEST,1.8,543.22,83.3,0,5.57
TEST,1.8,549.92,82.3,0,5.57
TEST,1.8,549.75,84.2,0,5.57
TEST,1.8,552.99,83.8,0,5.57
TEST,1.8,551.81,83.8,0,5.57
TEST,1.8,547.29,82.8,0,5.57
TEST,1.8,546.12,83.8,0,5.57
TEST,1.8,546.48,83.3,0,5.57
TEST,1.8,546.04,83.3,0,5.57
TEST,1.9,538.82,84.2,0,5.57
TEST,1.8,544.15,83.8,0,5.57
TEST,1.9,536.31,83.3,0,5.57
TEST,1.8,554.36,83.3,0,5.57
TEST,1.8,550.2,83.3,0,5.57
TEST,1.8,544.37,83.8,0,5.57
TEST,1.8,555.54,84.2,0,5.57
TEST,1.8,549.78,84.7,0,5.57
TEST,1.8,545.63,83.3,0,5.57
TEST,1.8,544.2,83.3,0,5.57
TEST,1.9,540.23,83.3,0,5.57
TEST,1.9,537.87,83.3,0,5.57
TEST,1.8,544.76,84.2,0,5.57
TEST,1.8,545.84,83.3,0,5.57
TEST,1.8,548.83,83.8,0,5.57
TEST,1.8,555.22,84.7,0,5.57
TEST,1.8,547.09,83.3,0,5.57
TEST,1.8,540.81,83.3,0,5.57
TEST,1.8,565.93,83.3,0,5.57
TEST,1.8,564.26,85.2,0,5.57
TEST,1.8,545.67,83.3,0,5.57
TEST,1.8,546.69,82.3,0,5.57
TEST,1.8,548.6,83.8,0,5.57
TEST,1.7,595.39,82.8,0,5.57
TEST,1.8,542.0,84.7,0,5.57
TEST,1.8,542.34,82.8,0,5.57
TEST,1.9,540.47,84.2,0,5.57
TEST,1.7,587.3,83.8,0,5.57
TEST,1.8,543.64,83.8,0,5.57
TEST,1.8,559.13,82.8,0,5.57
TEST,1.8,545.32,84.7,0,5.57
TEST,1.8,546.15,83.3,0,5.57
TEST,1.9,539.44,83.8,0,5.57
TEST,1.8,551.03,84.2,0,5.57
TEST,1.8,545.63,83.3,0,5.57
TEST,1.8,549.93,84.7,0,5.57
TEST,1.8,547.81,84.2,0,5.57
TEST,1.8,542.15,84.2,0,5.57
TEST,1.9,537.99,83.3,0,5.57
TEST,1.8,552.41,84.2,0,5.57
TEST,1.8,554.82,83.8,0,5.57
TEST,1.8,546.28,83.3,0,5.57
TEST,1.8,542.52,83.8,0,5.57
TEST,1.8,547.69,82.8,0,5.57
TEST,1.8,563.18,83.8,0,5.57
TEST,1.9,539.16,83.3,0,5.57
TEST,1.8,548.31,83.8,0,5.57
TEST,1.8,545.33,83.8,0,5.57
TEST,1.8,540.77,83.8,0,5.57
TEST,1.8,543.17,84.2,0,5.57
TEST,1.8,561.2,83.8,0,5.57
TEST,1.8,545.39,84.2,0,5.57
TEST,1.8,545.5,84.2,0,5.57
TEST,1.8,546.36,84.7,0,5.57
TEST,1.9,538.96,84.2,0,5.57
TEST,1.8,546.66,83.3,0,5.57
TEST,1.9,537.51,83.8,0,5.57
TEST,1.8,551.17,84.2,0,5.57
TEST,1.8,556.53,82.8,0,5.57
TEST,1.9,539.26,83.8,0,5.57
TEST,1.8,547.26,82.8,0,5.57
TEST,1.8,546.27,83.8,0,5.57
TEST,1.9,539.69,83.3,0,5.57
TEST,1.8,543.07,84.7,0,5.57
TEST,1.8,554.53,83.8,0,5.57
TEST,1.8,548.41,84.2,0,5.57
TEST,1.8,551.39,83.8,0,5.57
TEST,1.8,545.17,83.3,0,5.57
TEST,1.8,544.44,84.2,0,5.57
TEST,1.7,578.42,83.3,0,5.57
TEST,1.8,546.46,83.8,0,5.57
TEST,1.8,554.45,83.3,0,5.57
TEST,1.9,539.51,83.8,0,5.57
TEST,1.8,551.26,83.8,0,5.57
TEST,1.9,536.15,83.8,0,5.57
TEST,1.8,546.75,82.8,0,5.57
TEST,1.8,549.49,83.8,0,5.57
TEST,1.8,554.03,83.3,0,5.57
TEST,1.8,544.63,83.3,0,5.57
TEST,1.8,550.87,83.3,0,5.57
TEST,1.8,540.96,84.2,0,5.57
TEST,1.8,542.56,84.2,0,5.57
TEST,1.8,549.59,83.3,0,5.57
TEST,1.8,554.81,84.2,0,5.57
TEST,1.8,543.65,83.3,0,5.57
TEST,1.8,542.73,83.3,0,5.57
TEST,1.8,550.93,83.8,0,5.57
TEST,1.8,544.01,82.8,0,5.57
TEST,1.8,541.38,84.2,0,5.57
TEST,1.9,535.5,82.8,0,5.57
TEST,1.8,544.31,83.3,0,5.57
TEST,1.8,546.2,83.3,0,5.57
TEST,1.8,551.08,83.8,0,5.57
TEST,1.8,555.31,83.8,0,5.57
TEST,1.8,545.14,84.2,0,5.57
TEST,1.8,548.44,84.2,0,5.57
TEST,1.8,545.72,83.8,0,5.57
TEST,1.8,549.27,84.2,0,5.57
TEST,1.8,550.18,83.8,0,5.57
TEST,1.9,538.26,83.8,0,5.57
TEST,1.8,553.95,82.8,0,5.57
TEST,1.8,547.14,83.8,0,5.57
TEST,1.9,539.93,83.3,0,5.57
TEST,1.8,559.68,83.8,0,5.57
TEST,1.8,549.14,84.2,0,5.57
TEST,1.9,539.26,83.3,0,5.57
